id,calories,proteins,fat,carbohydrate,name
1125,19,2.7,0.2,2.9,Selada Air rebus
1126,20,1,0.1,4.6,Seledri
1127,28,0.5,0.2,6.9,Semangka
1128,192.5,4.5,6,30.3,Semur Jengkol 
1129,64,0.6,0.3,14.8,Sente
1130,353,0.7,0.2,84.7,Sente talas segar
1131,88,7.9,1.6,10.6,Sepi masakan
1132,298,8,23.8,48.9,Serbuk Coklat
1133,478,2.5,21.2,69.2,Serimping talas kebumen
1134,213,0,0,55,Setrup sirup
1135,88,3.2,8,0.8,Shabu-shabu
1136,474,11.2,42.5,11.7,Sie reuboh masakan
1137,81,5.1,4.5,5.1,Singkah (rotan muda)
1138,285,1,18,28,singkong goreng 
1139,146,1.2,0.3,34.7,Singkong kukus
1140,173,0.5,0.1,42.5,Singkong tape
1141,95.3,4.4,2.2,14.4,Siomay 
1142,65,1,0.3,16.3,Sirsak
1143,213,0,0,55,Sirup
1144,71,7.5,3.6,2.2,Sop buntut masakan
1145,49,5.8,0.5,5.3,Sop daging sapi masakan
1146,68,9,1.9,3.7,Sop kaki sapi masakan
1147,34,5.5,0.8,1.1,Sop kambing masakan
1148,71,7.4,2.6,4.5,Sop konro masakan
1149,12,0.5,0.1,2,Sop Kool
1150,15,0.6,0.1,3.1,Sop Kool dan Wortel
1151,89,7.2,5,3.9,Sop saudara masakan
1152,42,3.9,1.7,2.8,soto
1153,110,2.9,9.5,3.2,Soto banjar masakan
1154,135,2.5,8.8,11.5,Soto betawi masakan
1155,127.5,2.6,9.4,8.3,Soto dengan Daging
1156,92,11.8,4.3,1.4,Soto jeroan masakan
1157,38,2.6,2.3,1.8,Soto kudus masakan
1158,60,3.5,4.5,1.3,Soto madura masakan
1159,127,5.9,6.6,11,Soto padang masakan
1160,94,3,6.8,5.1,Soto pekalongan masakan
1161,75,3.6,5.2,3.5,Soto pemalang masakan
1162,80,3.2,3.5,9,Soto sukaraja masakan
1163,86,2.3,8.5,0,Soto sulung masakan
1164,117.1,0.4,8.6,9.6,Soto tanpa Daging 
1165,139,7.4,2.1,22.6,Spaghetti
1166,101,1.7,0.6,35.2,Srikaya
1167,75,5.6,0.4,12.2,Sukiyaki masakan
1168,119,1.4,0.2,28.1,Sukun muda segar
1169,126,1.6,0.2,24.5,Sukun tua segar
1170,418,19,9,65.5,Susu asam untuk bayi bubuk
1171,513,24.6,30,36.2,Susu bubuk
1172,64,4.3,2.3,6.6,Susu Kambing
1173,41,3.5,2.5,5,Susu Kedelai
1174,336,8.2,10,55,Susu Kental Manis
1175,138,7,7.9,9.9,Susu Kental Tak Manis
1176,160,6.3,12,7.1,Susu Kerbau
1177,61,3.2,3.5,4.3,Susu Sapi
1178,36,3.5,0.1,5.1,Susu Skim (tak berlemak)
1179,359,35.6,1,52,Susu skim bubuk
1180,36,3.5,0.1,5.1,Susu skim segar
1181,87,5.3,5.2,6.3,Susupan
1182,90,1.5,0.1,21.9,Suweg kukus
1183,69,1,0.1,15.7,Suweg mentah
1184,74,1.4,0.1,17.2,Suweg talas segar
1185,347,0.5,0.9,84.2,Suwir-suwir
1186,68,7.8,4.6,1.6,Tahu
1187,115,9.7,8.5,2.5,Tahu goreng
1188,328,12.6,19.9,24.6,Tahu telur
1189,148,13.8,8.5,4,Takwa
1190,120,1.5,0.3,28.2,Talas bogor kukus
1191,163,2.3,0.5,36.4,Talas pontianak segar
1192,115,1.8,0.5,25.9,Talas viqueque segar
1193,120,1.5,0.3,28.2,Tales kukus
1194,98,1.9,0.2,23.7,Tales mentah
1195,166,10.4,4.9,24.1,Taoco
1196,88,3.2,2.1,14,Taoge goreng
1197,76,9,2.6,6.4,Taoge kacang kedelai segar
1198,28,3,0.8,4,Taoge seduh
1199,34,3.7,1.2,4.3,Taoge segar
1200,104,12.9,6.8,1.2,Taokoa
1201,99,1.7,0.3,22.4,Tapai beras
1202,166,3.8,1,34.4,Tapai ketan hitam
1203,172,3,0.5,37.5,Tapai ketan putih
1204,169,1.4,0.3,40.2,Tapai singkong
1205,358,7.5,4.3,70.4,Tauco cap DAS cake
1206,277,9.1,4.7,49.6,Tauji cap singa
1207,25,4.6,0.4,3,Tebu Terubuk
1208,83,10.4,3.4,2.8,Tedong pallu basa masakan
1209,132,19.5,0.7,67.8,Teh
1210,300,28.3,4.8,53.6,Teh hijau daun kering
1211,299,24.1,3.5,59,Teh melati daun kering
1212,34,2,0.1,7.9,Tekokak
1213,294,8.3,1.7,72.6,Tekokak kering
1214,53,1.9,0.9,9.4,Tekwan
1215,162,12.8,11.5,0.7,Telur Ayam
1216,361,19.3,31.9,0.7,Telur Ayam bagian kuning
1217,50,10.8,0,0.8,Telur Ayam bagian putih
1218,383,15.1,32.9,8.3,Telur Ayam ceplok
1219,251,16.3,19.4,1.4,telur dadar
1220,179,13.6,13.3,4.4,Telur ayam kampung 
1221,386,17,35,0.8,Telur bebek bagian kuning segar
1222,54,11,0,0.8,Telur Bebek bagian putih
1223,54,11,0,0.8,Telur bebek bagian putih segar
1224,320,15.1,30.5,0.9,Telur Bebek ceplok
1225,301,20,23.7,0,Telur Bebek dadar
1226,187,10.9,12.4,7.9,Telur bebek tambak segar
1227,195,13.6,13.6,1.4,Telur Bebek telur asin
1228,116,10.7,7,1.6,Telur burung puyuh segar
1229,144,12,10.2,0,Telur Penyu
1230,425,31,28,10,Telur Terubuk
1231,119,4.4,3.5,18.3,Tempe bongkrek
1232,73,5.7,1.3,4.2,Tempe Gembus
1233,76,6.8,0.7,10.6,Tempe gembus yogya
1234,328,18.4,23.2,12.8,tempe goreng 
1235,139,12.5,0.8,21.9,Tempe kacang babi
1236,212,17.5,10,12.9,Tempe kacang belimbing
1237,143,12,5.5,11.4,Tempe kedelai + jagung
1238,350,24.5,26.6,10.4,Tempe kedelai murni goreng
1239,201,20.8,8.8,13.5,Tempe kedelai murni mentah
1240,141,10.2,1.3,23.2,Tempe koro benguk
1241,146,11.7,2.3,19.6,Tempe lamtoro var. gung dengan kulit
1242,131,18,0.8,13,Tempe lamtoro var. gung tanpa kulit
1243,150,14,7.7,9.1,Tempe pasar segar
1244,336,20,28,7.8,Tempe pasar goreng
1245,240,6,2.7,49.3,Tempe Sayur 
1246,110,1.7,1.3,21.9,Tempoya
1247,126,1.1,2.2,25.7,Tempuyak
1248,355,0.7,0.2,85.2,Tepung Arrowroot
1249,364,7,0.5,80,Tepung Beras
1250,353,7,0.5,80,Tepung beras mentah
1251,353,0.8,1.7,83.6,Tepung Ganyong
1252,363,1.1,0.5,88.2,Tepung Gaplek
1253,355,0.7,0.2,85.2,Tepung Garut (arrowroot)
1254,364,4.5,1,83.5,Tepung Hunkwee
1255,316,60.1,6.5,22.4,Tepung Ikan
1256,355,9.2,3.9,73.7,Tepung Jagung Kuning
1257,355,9.2,3.9,73.7,Tepung jagung putih
1258,388,19,7.5,61.2,Tepung Jalejo
1259,347,35.9,20.6,29.9,Tepung Kacang Kedelai
1260,347,0.3,0.1,85.6,Tepung Kentang
1261,350,1.2,0.6,85,Tepung Mocaf
1262,338,2.9,0.4,80.6,Tepung Pisang
1263,353,0.7,0.2,84.7,Tepung Sagu
1264,326,4,0.4,76.7,Tepung Sente
1265,363,1.1,0.5,88.2,Tepung singkong/ Tapioka
1266,353,2.9,0.5,84.4,Tepung Sukun
1267,509,24.6,30,36.2,Tepung Susu
1268,418,19,9,65.5,Tepung Susu Asam untuk bayi
1269,362,35.6,1,52,Tepung Susu Skim
1270,332,5.7,0.6,76.1,Tepung Tales Beneng
1271,365,8.9,1.3,77.3,Tepung Terigu
1272,354,2.8,0.6,84.4,Tepung Ubi Ungu
1273,155,22.3,2.9,9.9,Terasi
1274,191,33.1,3.6,6.6,Terasi dobo
1275,174,30,3.5,3.5,Terasi Merah
1276,174,30,3.5,5.6,Terasi merah
1277,365,23.7,22.3,17.5,Teri balado masakan
1278,462,39.1,32.4,3.5,Teripang dendeng mentah
1279,24,1.1,0.2,5.5,Terong
1280,285,4.3,25.7,9.5,Terong + Oncom makanan
1281,39,2.3,1.9,2,Terong Asam
1282,48,1.5,0.3,11.3,Terong Belanda
1283,45,1.9,0.8,7.5,Terong hintalo segar
1284,23,1.8,0.1,4.9,Terong kukus
1285,28,1.1,0.2,5.5,Terong segar
1286,52,2.1,1.1,8.6,Terung belanda segar
1287,52,1.1,0.4,11.2,Terung bengkulu segar
1288,25,2.1,0.1,5.3,Terung panjang
1289,23,1.8,0.1,4.9,Terung panjang kukus
1290,59,2.9,0.3,13.9,Tespong daun
1291,120,2.4,0.4,26,Tim (nasi tim)
1292,33,1.2,1.3,4.1,Tinira ninahu nggaluku
1293,516,17.7,49.5,0,Tinoransak masakan
1294,355,6.2,1.2,79.8,Tipa-tipa
1295,353,2.4,1.1,83.4,Tiwul  
1296,395,3.2,8.5,76.5,Tiwul Instan
1297,392,5.4,28.5,28.4,Toge -Tahu makanan
1298,93.6,4.4,1.8,15.1,Toge Goreng 
1299,23,2.9,0.2,4.1,Toge kacang ijo
1300,35,5,0.2,5.8,Toge kacang tunggak
1301,67,9,2.6,6.4,Toge kedelai
1302,28,3,0.8,4,Toge seduh
1303,20,1,0.2,3.5,Tomat air (juice) segar
1304,20,1,0.3,4.2,Tomat Masak
1305,24,1.3,0.5,4.7,Tomat merah segar
1306,24,2,0.7,3.3,Tomat muda segar
1307,189,11.3,15.7,0.6,Tumis bandeng
1308,48,1.4,4.2,2.6,Tumis bayam bersantan
1309,186,1.9,0.2,44.3,Ubi Cilembu
1310,160,3.7,1.3,55.3,Ubi Jalar Goreng 
1311,100,0.7,0.3,23.8,Ubi jalar kuning kukus
1312,119,0.5,0.4,25.1,Ubi jalar kuning segar
1313,83,1.5,0.2,18.8,Ubi jalar manis segar
1314,123,1.8,0.7,27.9,Ubi Jalar Merah
1315,151,1.6,0.3,35.4,Ubi jalar merah segar
1316,123,1.8,0.7,27.9,Ubi Jalar Putih
1317,114,1.4,9.6,25.6,Ubi Jalar Rebus
1318,184,1.4,0.3,22.5,Ubi Jalar Sayur
1319,108,0.5,0.4,25.6,Ubi jalar tinta/ kemayung
1320,165,0.9,0.2,39.8,Ubi jalar tinta/ kemayung kukus
1321,82,5.8,1.3,11.7,Uceng/ bunga melinjo segar
1322,56,11.4,0.6,1.2,Udang besar segar
1323,81,16.5,0.3,3,Udang galah segar
1324,295,62.4,2.3,1.8,Udang kering
1325,278,62.6,4.1,2.2,Udang kering mentah
1326,273,47.8,3.8,12.5,Udang papay mentah
1327,91,21,0.2,0.1,Udang segar
1328,380,11.9,30.3,14.9,Ulat sagu panggang
1329,241,5.8,21.6,5.8,Ulat sagu segar
1330,120,2.8,0.5,82.3,Umbi Uwi segar
1331,34,2.4,0.3,5.5,Umbut rotan
1332,130,14,7.2,1.5,Usus Sapi
1333,101,2,0.2,19.8,Uwi
1334,363,8.7,0.4,78.7,Vermicelli
1335,303,6.3,2.7,63.3,Wajit camilan
1336,45,0.8,0.9,8.1,Waluh balamak
1337,424,1.3,10.7,80.7,Widaran
1338,568,19.3,51.1,18.1,Wijen
1339,355,3.2,15.1,51.4,Wingko babat
1340,143,3.1,7.8,15,Woku ubi
1341,452,14.5,42.3,2.3,Worst (sosis daging)
1342,42,1.2,0.6,9.3,Wortel Segar
1343,37,1,0.6,8.3,Wortel kukus
1344,28,0.7,0.5,6.3,Wortel rebus
1345,254,3,1.1,58.1,Yangko
1346,52,3.3,2.5,4,Yoghurt
